customer_id,age,annual_income,purchase_frequency_monthly,average_ticket,digital_engagement_score,return_rate_pct,support_tickets_quarter,loyalty_months,discount_sensitivity_score,web_visits_monthly,app_sessions_weekly,tenure_months,segment_label
C0229,27.6,129561.71,8.49,256.27,76.15,1.4,2.12,22.9,19.62,13.58,10.31,18.9,premium_repeaters
C0230,41.2,37718.26,2.18,34.08,42.07,7.21,1.28,15.3,85.16,3.81,4.76,16.1,value_seekers
C0231,41.5,42112.62,4.39,109.75,27.94,4.41,1.2,7.7,88.04,4.78,2.83,14.1,value_seekers
C0232,50.4,86396.76,6.76,182.38,82.8,5.21,1.02,25.6,60.33,14.45,4.77,27.4,loyal_midmarket
C0233,30.4,87168.2,4.76,180.92,95.45,4.69,0.8,18.2,25.97,12.38,7.52,24.1,high_potential
C0234,31.8,141571.46,9.51,368.43,74.36,3.19,0.5,30.1,19.64,7.5,7.07,27.9,premium_repeaters
C0235,41.3,91518.93,6.67,183.27,76.66,5.3,0.87,23.2,53.75,10.24,5.05,24.2,high_potential
C0236,35.0,75911.23,4.12,165.04,77.96,6.71,0.55,20.0,35.66,12.34,6.14,19.2,high_potential
C0237,52.3,84139.92,5.91,157.26,55.47,5.46,1.74,36.7,74.15,7.29,5.7,37.5,loyal_midmarket
C0238,53.1,102915.65,9.25,359.89,80.05,4.39,1.76,44.1,27.1,10.79,7.28,49.9,premium_repeaters
C0239,36.3,43758.43,3.86,56.09,26.49,5.78,1.03,10.1,87.08,1.34,1.76,12.9,value_seekers
C0240,38.9,47285.32,4.09,71.89,46.94,13.5,1.79,9.8,80.61,6.64,2.25,11.2,value_seekers
C0241,42.0,73560.54,4.64,203.39,68.9,4.52,1.03,24.2,45.01,10.99,6.79,24.1,high_potential
C0242,39.8,133584.71,8.57,372.38,77.21,3.82,1.43,34.2,22.97,9.38,6.91,37.8,premium_repeaters
C0243,20.0,41154.01,1.28,84.51,43.11,7.6,2.93,6.7,75.4,5.37,3.21,6.8,value_seekers
C0244,33.6,85292.13,7.23,182.72,64.29,6.85,1.19,25.8,38.55,13.74,5.93,30.8,loyal_midmarket
C0245,43.6,104223.6,5.72,370.36,63.88,4.22,1.31,47.2,26.24,7.57,8.4,49.9,premium_repeaters
C0246,31.6,82724.81,5.65,113.26,85.49,7.15,1.01,21.9,51.59,10.6,6.92,26.1,high_potential
C0247,45.5,138284.98,8.96,301.15,72.13,2.66,1.27,30.0,30.85,12.32,6.13,31.6,premium_repeaters
C0248,51.8,69433.73,5.03,215.6,60.33,5.63,1.16,23.5,48.52,6.6,5.91,26.3,loyal_midmarket
C0249,36.8,70246.63,10.34,189.98,64.19,7.56,0.1,34.9,71.95,8.38,7.87,30.0,loyal_midmarket
C0250,24.7,76512.84,5.19,156.02,62.4,5.65,2.0,44.5,58.1,9.98,3.79,41.2,loyal_midmarket
C0251,38.7,113939.79,7.96,277.43,69.81,3.38,1.15,54.7,32.86,7.83,5.63,53.8,premium_repeaters
C0252,37.7,94149.03,5.17,126.0,66.93,6.73,1.04,8.1,69.56,10.36,5.57,11.6,high_potential
C0253,40.8,63269.12,8.75,215.11,76.22,6.04,0.6,46.8,46.41,6.81,7.37,42.2,loyal_midmarket
C0254,49.2,34718.11,1.51,103.52,70.44,11.47,1.59,14.1,89.1,10.13,6.82,14.7,value_seekers
C0255,54.2,46984.89,3.37,87.0,61.56,11.02,2.18,24.3,78.91,15.34,3.93,28.5,value_seekers
C0256,28.4,105591.79,8.13,361.85,93.6,2.63,1.35,55.9,33.64,15.83,9.35,63.6,premium_repeaters
C0257,40.2,91065.22,5.05,206.85,79.77,4.85,0.58,10.7,38.48,11.83,7.95,12.6,high_potential
C0258,20.6,36354.11,4.97,83.31,39.8,9.21,0.33,9.3,89.85,8.71,3.1,15.7,value_seekers
C0259,49.6,44626.31,4.62,78.33,55.41,6.32,1.42,9.2,84.74,5.37,3.52,10.5,value_seekers
C0260,52.1,125102.79,10.27,361.65,74.9,4.5,0.78,37.5,20.33,12.3,6.16,29.3,premium_repeaters
C0261,29.3,38306.93,5.19,72.15,36.84,7.67,2.13,11.3,69.41,5.41,3.98,18.5,value_seekers
C0262,38.1,84078.68,4.07,277.1,72.31,4.09,1.55,12.9,40.05,10.85,9.5,14.9,high_potential
C0263,44.1,76034.98,3.35,191.42,68.38,5.08,1.35,33.7,53.53,7.87,10.45,33.5,loyal_midmarket
C0264,43.7,35557.28,3.6,52.61,46.4,5.67,1.45,20.3,85.78,10.3,2.55,15.2,value_seekers
C0265,20.0,110928.41,5.92,233.09,66.31,5.04,0.76,18.2,43.5,9.31,5.35,24.7,high_potential
C0266,38.9,36957.05,3.86,67.66,17.94,9.02,2.22,12.8,72.82,1.0,1.0,8.9,value_seekers
C0267,20.0,82127.27,5.76,164.32,87.55,5.63,1.4,30.3,48.63,13.4,7.71,36.2,loyal_midmarket
C0268,22.9,40764.96,4.24,51.13,37.92,5.16,3.22,19.3,64.38,4.47,1.59,20.7,value_seekers
C0269,21.7,59502.86,3.81,101.87,36.7,9.81,1.5,12.3,86.89,5.61,5.13,20.7,value_seekers
C0270,37.5,32321.22,2.58,60.95,48.0,8.16,1.43,7.9,71.87,5.49,6.53,8.1,value_seekers
C0271,45.5,41259.07,4.77,76.67,47.94,7.86,0.44,22.6,80.92,6.52,3.14,21.6,value_seekers
C0272,28.0,53123.99,3.81,99.18,61.3,10.89,2.41,5.5,76.43,9.1,3.63,10.4,value_seekers
C0273,33.8,40301.3,2.01,88.67,25.14,9.32,2.1,25.4,88.78,1.0,1.0,30.7,value_seekers
C0274,52.0,123996.57,4.26,337.96,69.84,3.63,0.36,47.1,28.15,8.44,6.0,49.1,premium_repeaters
C0275,41.8,93803.74,8.11,372.44,97.75,2.69,0.77,35.1,29.7,16.14,8.02,36.9,premium_repeaters
C0276,55.9,83834.09,6.85,179.58,64.85,9.37,0.71,37.0,47.25,7.91,6.61,42.5,loyal_midmarket
C0277,38.6,75092.35,5.58,206.54,71.89,5.39,1.17,38.3,56.06,13.66,5.07,37.7,loyal_midmarket
C0278,33.2,77131.63,5.82,241.58,58.97,3.68,0.62,37.2,41.64,8.9,4.66,30.6,loyal_midmarket
C0279,28.8,65679.15,5.99,157.69,81.17,3.68,1.8,23.2,35.92,11.07,7.14,27.7,high_potential
C0280,27.4,107083.58,3.98,213.65,82.59,6.09,0.92,16.0,28.61,11.52,7.61,19.3,high_potential
C0281,55.9,51353.28,2.31,84.1,47.26,6.24,2.95,19.5,84.32,6.74,4.81,15.5,value_seekers
C0282,43.6,33769.0,3.8,62.34,53.29,10.64,2.02,2.9,74.27,2.22,6.58,5.0,value_seekers
C0283,41.6,43229.91,2.68,114.87,36.87,6.28,2.09,24.7,94.99,6.85,1.59,28.5,value_seekers
C0284,44.4,47797.34,2.77,97.96,42.27,9.25,1.89,1.0,83.43,5.83,6.14,1.0,value_seekers
C0285,34.5,75736.48,6.73,216.56,71.63,3.38,0.0,29.2,60.85,10.53,8.31,34.4,loyal_midmarket
C0286,40.4,68457.4,6.76,197.71,83.02,1.93,0.92,42.5,67.91,13.37,8.76,43.3,loyal_midmarket
C0287,36.8,38763.04,3.83,119.51,67.69,9.86,1.84,13.7,86.46,7.55,7.97,16.4,value_seekers
C0288,20.0,58317.78,5.68,183.42,87.91,4.24,0.8,28.5,68.93,18.02,8.82,26.5,loyal_midmarket
C0289,31.0,58728.18,6.15,182.36,76.46,8.31,1.43,28.6,61.08,7.4,4.76,26.5,loyal_midmarket
C0290,53.2,33931.99,2.32,97.83,30.61,0.14,0.96,11.2,77.16,6.13,2.76,10.7,value_seekers
C0291,42.3,87365.43,3.88,207.65,67.11,5.07,0.88,11.4,55.92,9.88,5.98,11.6,high_potential
C0292,63.2,34191.68,3.57,74.47,33.66,3.94,1.51,17.4,76.44,7.42,4.17,22.9,value_seekers
C0293,41.8,115792.97,3.93,107.57,69.98,5.69,1.08,19.9,59.21,8.12,4.83,25.1,high_potential
C0294,36.0,56527.03,3.6,74.42,37.54,6.38,1.23,6.3,70.0,7.58,3.82,5.9,value_seekers
C0295,45.9,91979.77,3.98,205.16,77.25,5.95,0.95,25.6,46.08,7.41,7.4,25.6,high_potential
C0296,49.1,98879.86,5.43,226.89,70.86,3.51,1.28,21.0,40.39,8.96,8.73,19.5,high_potential
C0297,40.5,101028.73,4.41,221.5,75.39,0.41,0.55,17.6,42.43,10.13,5.37,24.2,high_potential
C0298,30.2,92872.77,4.44,203.76,71.37,8.39,0.0,15.3,45.96,11.82,6.42,20.9,high_potential
C0299,27.5,113127.87,7.33,334.24,77.37,3.26,1.03,51.0,18.16,12.79,7.38,46.0,premium_repeaters
C0300,39.8,127094.82,5.36,438.17,73.13,3.72,1.33,30.2,23.63,11.05,8.9,43.6,premium_repeaters
C0301,34.6,139702.12,8.05,285.59,86.48,1.55,1.7,44.4,6.8,11.88,8.86,49.0,premium_repeaters
C0302,38.7,34349.78,2.19,88.21,45.38,7.13,2.78,8.9,84.51,3.84,4.14,4.7,value_seekers
C0303,41.5,95774.4,6.9,119.6,36.9,6.32,1.14,45.4,46.07,4.38,2.76,50.8,loyal_midmarket
C0304,32.3,72303.15,6.85,179.5,77.74,4.17,0.4,53.8,48.56,11.24,6.53,55.5,loyal_midmarket
C0305,33.3,87738.49,4.76,216.99,52.78,7.81,0.93,22.1,32.22,10.48,3.98,21.4,high_potential
C0306,27.1,81096.96,5.42,164.16,65.54,7.31,0.07,20.8,36.47,6.13,4.93,19.6,loyal_midmarket
C0307,37.6,47823.43,4.98,222.01,72.04,5.34,0.6,18.6,43.75,12.1,7.43,24.1,loyal_midmarket
C0308,23.3,104723.98,7.54,322.33,76.39,6.15,0.02,39.2,37.69,9.85,6.63,38.6,premium_repeaters
C0309,59.5,27636.39,4.1,106.66,51.1,5.82,1.87,8.6,79.34,4.93,4.9,11.0,value_seekers
C0310,32.6,29833.84,2.3,63.97,39.67,10.34,2.26,17.1,73.21,4.41,3.22,20.2,value_seekers
C0311,27.0,77296.3,5.78,187.91,83.93,4.69,1.91,39.6,40.79,10.28,7.5,38.3,loyal_midmarket
C0312,59.1,79375.73,7.71,190.79,63.54,1.25,1.24,34.3,55.65,10.65,4.43,41.2,loyal_midmarket
C0313,20.7,37383.05,3.41,70.61,51.01,8.89,0.93,21.2,82.82,7.85,6.0,23.0,value_seekers
C0314,53.0,67950.28,7.19,186.55,54.85,2.45,1.87,46.0,56.91,9.2,3.71,52.2,loyal_midmarket
C0315,41.7,92777.15,6.84,166.5,61.32,5.46,0.2,41.0,45.42,8.23,4.51,40.9,loyal_midmarket
C0316,37.2,70065.25,8.47,228.48,71.54,4.95,1.71,45.3,46.53,12.47,9.4,40.0,loyal_midmarket
C0317,31.5,72960.99,3.65,201.31,58.96,3.81,1.58,36.5,49.61,7.6,3.81,39.0,loyal_midmarket
C0318,39.5,112013.86,8.01,330.2,66.69,4.79,0.0,36.6,23.04,11.78,5.07,40.9,premium_repeaters
C0319,33.1,79038.99,6.43,120.1,87.01,2.41,1.45,37.9,56.48,9.31,7.82,43.2,loyal_midmarket
C0320,35.4,79541.88,4.05,227.15,83.7,4.25,1.39,18.3,37.07,10.56,8.21,19.2,high_potential
C0321,23.9,91519.69,3.05,143.94,77.82,3.5,1.15,23.5,33.29,11.82,6.49,32.2,high_potential
C0322,33.7,60792.71,5.59,138.33,76.83,3.6,1.86,30.0,44.61,10.73,6.75,21.5,loyal_midmarket
C0323,45.1,81896.91,3.94,220.67,76.21,7.25,1.17,44.1,40.76,7.58,5.35,43.1,loyal_midmarket
C0324,38.0,72066.37,5.21,193.16,49.92,1.17,2.02,43.0,44.56,7.97,4.75,49.1,loyal_midmarket
C0325,27.5,104427.31,4.0,211.25,73.84,4.36,0.81,18.5,46.34,8.6,6.41,23.7,high_potential
C0326,57.1,112684.95,8.04,223.45,85.13,2.62,1.51,36.3,27.61,14.64,7.79,37.2,premium_repeaters
C0327,45.1,94231.28,4.88,243.91,67.83,3.23,0.68,18.7,43.79,7.74,5.14,25.9,high_potential
C0328,48.8,54765.13,8.64,190.66,72.8,2.59,1.2,39.1,51.73,8.51,5.19,50.3,loyal_midmarket
C0329,35.4,102200.39,9.91,397.33,76.92,3.55,0.49,52.7,24.96,10.61,6.66,57.1,premium_repeaters
C0330,39.7,72126.9,7.15,237.63,73.85,6.45,1.08,26.9,59.89,9.89,6.6,23.2,loyal_midmarket
C0331,38.1,108811.76,9.72,366.39,88.99,3.84,0.94,30.8,28.1,11.63,7.64,27.3,premium_repeaters
C0332,21.2,45721.32,3.96,75.47,50.63,7.54,0.0,11.1,90.63,10.4,3.54,13.5,value_seekers
C0333,31.5,118038.68,5.54,429.5,77.33,3.56,1.58,49.9,20.99,9.8,4.07,53.9,premium_repeaters
C0334,48.2,87201.39,3.17,274.65,75.59,3.35,0.65,4.8,35.01,12.25,6.74,15.7,high_potential
C0335,31.3,38112.37,2.54,141.49,42.74,13.29,2.91,3.6,76.67,5.98,8.08,5.2,value_seekers
C0336,41.3,98609.9,7.84,373.91,77.99,3.64,0.38,43.3,32.09,13.97,8.4,47.6,premium_repeaters
C0337,21.5,42641.65,2.33,75.0,42.36,8.63,1.42,8.4,72.49,3.11,2.45,9.4,value_seekers
C0338,30.2,110909.77,5.5,360.89,83.92,2.79,0.68,48.4,22.29,13.76,8.47,55.2,premium_repeaters
C0339,41.7,50330.8,1.52,123.85,49.7,10.53,2.11,14.3,79.8,8.84,2.3,15.0,value_seekers
C0340,46.5,79876.36,7.05,184.96,71.85,3.39,1.17,12.8,44.14,11.84,7.68,12.1,high_potential
C0341,55.1,51494.6,3.64,171.03,57.65,8.81,1.1,13.4,93.41,9.81,3.48,21.3,value_seekers
C0342,28.2,95307.43,3.43,150.5,76.15,5.64,1.45,21.5,51.32,7.86,4.12,23.1,high_potential
C0343,39.2,99109.64,3.97,244.9,83.98,3.81,1.3,13.4,27.54,11.12,10.4,13.5,high_potential
C0344,47.3,90534.57,8.07,285.29,85.27,3.89,1.09,30.7,21.88,13.14,6.5,39.7,premium_repeaters
C0345,30.3,124100.89,11.14,345.63,89.69,2.54,0.88,49.4,31.18,14.79,9.82,48.2,premium_repeaters
C0346,42.9,145218.58,10.21,347.4,75.51,5.26,1.26,30.2,19.73,10.73,8.37,31.5,premium_repeaters
C0347,38.2,99385.56,6.26,132.74,76.28,5.91,0.24,13.4,37.6,14.94,5.79,21.9,high_potential
C0348,46.0,46739.02,4.06,99.69,49.79,8.76,3.15,20.6,73.52,7.74,6.11,26.2,value_seekers
C0349,43.0,121385.33,7.8,346.67,61.85,3.4,0.57,27.8,39.47,7.71,6.04,29.6,premium_repeaters
C0350,33.0,50922.92,2.67,89.88,55.42,3.16,1.75,11.4,80.93,11.76,4.58,14.0,value_seekers
C0351,37.3,123250.8,10.49,309.75,92.52,3.51,1.79,51.0,30.46,13.37,9.67,50.5,premium_repeaters
C0352,53.3,41882.0,3.18,83.73,56.91,11.06,1.27,10.0,85.03,5.63,4.8,16.6,value_seekers
C0353,42.4,60832.76,5.88,236.15,53.77,2.09,0.7,36.9,59.59,4.16,6.55,43.6,loyal_midmarket
C0354,27.1,68254.86,7.08,133.68,68.05,5.43,1.89,18.1,54.28,11.28,7.99,22.2,loyal_midmarket
C0355,47.4,65579.65,7.31,227.63,51.57,6.1,1.78,31.4,43.1,7.01,4.63,28.6,loyal_midmarket
C0356,27.1,80586.46,5.45,156.04,68.99,6.81,2.57,18.9,56.84,7.98,5.33,25.0,loyal_midmarket
C0357,49.6,107393.12,7.39,357.78,81.87,3.49,0.24,50.7,27.58,8.49,7.4,49.9,premium_repeaters
C0358,20.0,141327.15,7.74,329.02,71.04,5.79,0.39,33.3,32.56,11.4,7.72,40.4,premium_repeaters
C0359,41.7,78697.4,6.01,142.79,66.6,3.24,1.49,42.1,67.29,8.92,5.38,47.8,loyal_midmarket
C0360,44.7,126526.09,6.92,354.81,69.51,2.35,1.22,52.6,20.11,9.96,8.3,52.5,premium_repeaters
C0361,35.9,100112.31,5.68,286.35,67.67,3.22,0.64,16.2,22.45,11.23,6.64,16.0,high_potential
C0362,38.7,36593.73,4.09,108.08,35.78,6.77,0.02,7.5,76.06,4.08,1.54,5.7,value_seekers
C0363,38.7,43540.03,3.93,100.06,45.15,4.15,1.3,11.6,78.77,8.07,2.72,19.3,value_seekers
C0364,35.7,48105.63,4.14,69.85,55.19,7.6,0.67,16.7,83.74,6.45,5.87,18.6,value_seekers
C0365,39.3,117217.89,7.75,359.64,68.76,2.34,0.0,48.8,18.3,11.03,4.57,52.3,premium_repeaters
C0366,43.6,71218.06,8.2,240.0,77.87,5.61,0.6,41.2,52.58,10.78,7.31,40.7,loyal_midmarket
C0367,30.3,122433.01,8.24,308.14,67.25,5.61,2.14,47.4,17.41,12.29,4.42,51.4,premium_repeaters
C0368,42.1,115762.01,7.79,387.55,75.25,1.47,1.21,55.5,27.34,9.06,8.28,55.6,premium_repeaters
C0369,36.1,76649.95,6.79,232.57,57.45,4.01,1.29,28.4,61.05,8.34,5.46,26.4,loyal_midmarket
C0370,54.9,102020.23,5.23,228.45,76.88,4.5,0.64,20.0,42.67,12.25,7.52,27.4,high_potential
C0371,31.2,116416.74,5.61,328.11,78.81,3.8,1.13,53.1,22.46,12.8,6.62,60.9,premium_repeaters
C0372,33.2,41035.1,3.4,90.79,50.67,14.34,1.95,18.0,68.51,8.04,1.0,24.9,value_seekers
C0373,42.5,80088.28,8.5,110.14,83.19,0.01,1.76,33.9,32.85,12.61,8.38,40.5,loyal_midmarket
C0374,22.1,67059.89,3.97,204.22,85.5,7.03,0.01,18.9,46.39,13.0,5.77,21.0,loyal_midmarket
C0375,41.8,48994.16,4.1,76.3,42.93,3.13,1.53,14.0,83.35,5.6,4.3,17.0,value_seekers
C0376,38.3,51018.29,3.4,97.94,42.77,6.38,2.22,10.7,85.09,5.45,3.18,11.5,value_seekers
C0377,28.1,63312.98,5.22,219.26,81.65,3.95,1.95,15.3,37.25,14.73,9.34,10.4,high_potential
C0378,40.5,79208.94,5.12,243.39,64.48,4.52,2.06,40.6,73.81,7.99,3.28,41.0,loyal_midmarket
C0379,39.7,68656.85,7.57,200.96,68.2,3.21,1.34,44.1,57.88,11.48,1.82,42.9,loyal_midmarket
C0380,39.5,124891.22,11.36,257.04,76.07,3.49,0.67,54.4,31.78,10.9,11.37,59.6,premium_repeaters
C0381,51.7,73816.16,6.43,120.13,62.57,7.07,0.4,12.4,54.29,8.27,3.09,14.6,loyal_midmarket
C0382,43.2,94783.81,5.53,138.73,84.21,6.03,1.57,22.1,52.54,8.39,5.55,27.6,high_potential
C0383,29.5,104751.86,7.31,361.35,80.6,4.95,1.47,31.5,29.91,12.16,2.55,32.8,premium_repeaters
C0384,37.0,100934.93,6.88,159.15,87.27,4.37,1.28,29.1,68.87,14.88,8.75,31.7,loyal_midmarket
C0385,35.2,71347.82,7.53,268.85,71.17,5.21,1.3,47.1,48.61,7.8,5.75,43.0,loyal_midmarket
C0386,33.6,87160.95,6.75,231.44,65.79,3.64,1.69,25.9,46.28,7.41,6.53,32.4,high_potential
C0387,34.9,158907.86,7.81,297.34,81.28,2.89,0.2,50.4,36.94,9.69,7.18,50.9,premium_repeaters
C0388,40.7,79564.47,3.69,285.69,78.2,5.72,1.44,23.4,41.87,12.05,7.59,24.3,high_potential
C0389,34.1,38556.06,2.17,93.66,42.55,3.27,2.21,19.8,100.0,3.86,4.16,19.6,value_seekers
C0390,32.2,91034.77,3.91,203.0,56.19,6.28,0.61,17.8,31.73,8.0,5.78,18.6,high_potential
C0391,44.5,143903.35,8.6,392.92,89.57,4.24,0.88,54.1,36.58,11.11,7.76,50.3,premium_repeaters
C0392,31.9,49016.59,3.48,118.42,60.78,11.0,2.76,7.8,85.86,8.11,7.38,3.2,value_seekers
C0393,33.0,126293.36,10.53,349.75,97.58,3.73,0.91,26.6,36.88,16.5,10.49,26.1,premium_repeaters
C0394,47.0,138376.92,6.96,337.2,77.52,4.52,1.68,46.4,43.8,12.73,9.44,47.5,premium_repeaters
C0395,38.5,59984.6,4.69,90.64,42.4,9.44,3.14,16.6,85.64,5.73,4.04,17.3,value_seekers
C0396,43.7,92617.2,5.91,181.84,59.35,6.29,2.02,50.2,55.83,9.53,5.83,51.6,loyal_midmarket
C0397,25.4,88873.97,4.95,228.08,71.35,4.41,1.85,37.0,33.96,9.99,7.74,35.1,high_potential
C0398,26.8,79095.04,6.41,198.51,61.08,4.56,1.19,18.2,43.55,9.22,6.41,23.2,loyal_midmarket
C0399,48.5,49924.14,4.42,203.21,40.21,7.2,0.11,42.4,46.0,1.2,4.63,57.3,loyal_midmarket
C0400,33.9,50302.05,6.71,172.76,69.3,3.36,1.67,19.5,65.17,13.09,6.21,15.9,loyal_midmarket
C0401,36.0,94891.63,7.67,152.06,67.15,5.22,2.12,38.4,55.59,12.2,6.11,40.2,loyal_midmarket
C0402,20.0,82075.04,4.18,187.85,61.38,3.6,1.75,16.6,53.04,8.45,4.91,20.8,high_potential
C0403,40.2,121257.28,6.76,223.19,85.38,3.82,0.74,30.4,16.24,12.6,5.83,38.9,premium_repeaters
C0404,36.1,44026.05,3.45,111.6,52.28,0.54,2.24,8.0,70.63,4.19,5.74,11.6,value_seekers
C0405,37.0,99450.08,4.85,175.3,65.19,6.44,0.24,25.5,44.35,9.02,6.78,20.6,high_potential
C0406,52.4,67953.85,5.35,213.56,68.21,6.17,0.0,20.4,62.19,9.14,5.31,24.0,high_potential
C0407,45.8,68364.89,6.85,151.75,75.57,8.84,1.16,20.6,41.9,12.55,6.12,22.3,loyal_midmarket
C0408,32.6,100459.35,4.63,180.7,70.39,2.88,1.99,17.3,52.45,9.59,7.94,15.1,high_potential
C0409,26.5,37313.41,2.63,93.89,50.99,12.11,2.08,17.9,87.75,5.12,2.77,16.0,value_seekers
C0410,29.9,99931.9,5.12,213.18,50.67,8.09,0.55,32.4,31.51,7.96,3.06,25.6,high_potential
C0411,34.6,98686.0,5.44,382.75,83.69,5.86,0.56,44.6,17.69,12.88,9.03,44.6,premium_repeaters
C0412,41.1,135839.2,6.24,394.92,77.65,3.08,0.55,35.3,41.94,10.57,10.48,38.0,premium_repeaters
C0413,24.9,53745.09,2.78,83.16,42.43,8.36,1.24,16.6,93.62,5.09,3.25,14.1,value_seekers
C0414,50.9,117976.99,5.9,247.77,71.62,4.34,0.27,23.5,50.91,9.95,6.75,24.6,high_potential
C0415,54.7,50027.08,2.03,108.4,44.75,5.35,0.13,13.2,93.58,10.32,4.01,16.6,value_seekers
C0416,26.2,50579.73,3.05,77.14,36.87,2.85,2.83,10.2,75.59,8.79,6.28,11.3,value_seekers
C0417,54.1,27052.2,3.15,64.14,56.86,8.72,1.29,14.4,78.18,9.46,1.44,18.6,value_seekers
C0418,30.3,116797.8,10.62,412.94,63.22,3.09,0.3,62.5,29.95,3.82,4.23,64.7,premium_repeaters
C0419,55.1,42327.99,4.35,41.47,40.43,10.52,0.64,15.4,82.53,5.43,4.87,16.5,value_seekers
C0420,52.9,68104.77,4.56,191.77,72.75,6.16,1.28,12.8,47.37,10.68,6.34,11.4,high_potential
C0421,47.9,116865.91,5.05,417.59,71.81,4.83,0.59,34.5,37.7,11.78,6.12,37.3,premium_repeaters
C0422,38.2,41924.69,2.84,112.6,36.68,11.71,1.55,14.1,88.07,5.18,4.59,14.9,value_seekers
C0423,36.3,36034.33,3.37,90.26,55.38,7.75,3.25,13.1,80.1,5.84,4.29,9.8,value_seekers
C0424,56.1,52222.47,3.47,77.88,59.72,11.88,2.8,8.9,78.04,8.0,6.43,11.8,value_seekers
C0425,32.4,136131.38,6.64,352.07,85.41,1.99,0.91,28.6,20.13,11.56,6.86,32.5,premium_repeaters
C0426,43.4,88773.32,3.54,227.15,84.18,4.67,0.9,20.6,25.72,11.78,7.49,35.0,high_potential
C0427,40.8,48692.46,5.15,114.37,19.13,9.41,3.86,17.7,72.76,5.2,1.0,14.6,value_seekers
C0428,25.5,89113.65,3.86,188.14,87.38,4.97,0.72,10.0,27.28,14.44,7.16,12.4,high_potential
C0429,50.6,56134.89,2.78,84.05,32.05,10.48,3.48,3.4,79.23,5.71,4.62,1.0,value_seekers
C0430,24.3,89173.43,5.41,280.44,91.54,4.7,0.73,11.6,55.77,13.28,7.62,12.5,high_potential
C0431,35.5,92197.3,7.62,205.14,70.08,6.42,1.12,28.1,47.65,6.77,3.8,22.9,high_potential
C0432,28.1,124828.1,5.46,409.06,78.24,3.18,0.48,49.5,21.56,11.89,6.78,56.2,premium_repeaters
C0433,46.1,129545.79,7.51,361.07,71.47,6.19,0.61,60.7,26.49,12.5,5.32,65.6,premium_repeaters
C0434,28.6,104134.53,6.83,199.65,74.31,3.96,0.83,30.0,35.96,11.87,9.72,38.4,high_potential
C0435,34.1,37946.05,3.63,73.48,46.72,3.56,2.35,15.9,81.54,8.13,2.61,14.4,value_seekers
C0436,41.9,46607.06,5.57,127.14,26.94,6.66,2.14,13.6,70.8,7.68,2.09,15.5,value_seekers
C0437,36.2,52512.03,2.23,64.3,53.66,10.71,1.03,14.1,70.95,6.8,4.53,19.5,value_seekers
C0438,51.6,58442.46,5.42,241.53,68.73,3.2,1.01,18.0,44.87,13.6,6.11,19.5,loyal_midmarket
C0439,50.4,117352.38,8.46,193.01,79.64,3.44,1.64,53.6,18.93,9.57,7.52,54.5,premium_repeaters
C0440,44.1,114350.15,9.81,358.73,79.65,4.67,1.45,51.4,39.36,13.86,7.11,54.1,premium_repeaters
C0441,34.8,88498.7,6.69,274.88,73.93,4.07,1.73,23.6,49.16,10.52,5.79,26.9,high_potential
C0442,38.8,43161.38,3.77,80.62,55.85,11.22,2.58,12.3,88.05,9.32,5.28,9.4,value_seekers
C0443,37.5,164683.86,9.69,379.11,79.99,3.71,0.4,21.1,21.02,10.34,6.93,14.7,premium_repeaters
C0444,30.3,40061.16,2.84,81.46,65.69,9.66,1.35,13.6,81.77,11.4,5.38,12.5,value_seekers
C0445,50.5,32147.73,3.46,92.95,21.33,7.9,2.49,16.7,99.84,8.65,3.0,24.5,value_seekers
C0446,42.1,120935.26,8.96,309.24,78.86,2.66,1.1,34.2,22.5,7.41,5.13,35.6,premium_repeaters
C0447,40.1,70791.0,3.83,226.58,75.97,6.5,1.38,25.5,52.08,12.69,7.43,31.9,high_potential
C0448,26.3,140879.29,3.98,324.02,75.55,5.0,1.69,24.6,39.29,10.32,6.42,22.0,premium_repeaters
C0449,20.0,27974.24,4.15,106.99,57.65,6.92,1.77,13.8,95.5,8.25,3.72,12.0,value_seekers
C0450,37.9,113350.23,7.31,303.83,78.52,4.32,0.78,36.6,26.67,12.14,6.51,31.6,premium_repeaters
C0451,52.9,53353.82,4.09,119.25,32.87,7.07,0.81,9.8,92.02,3.78,2.88,7.2,value_seekers
C0452,36.6,96784.08,2.86,145.88,78.41,1.68,0.78,19.1,50.16,12.89,7.53,19.7,high_potential
C0453,35.6,106353.7,7.56,361.07,91.75,4.52,1.51,34.7,23.81,11.09,10.11,36.1,premium_repeaters
C0454,44.2,49950.16,3.19,106.04,47.67,9.8,0.72,13.1,81.54,1.81,2.82,12.6,value_seekers
C0455,36.6,41450.57,3.56,132.09,51.99,8.2,1.77,20.6,77.28,10.27,5.28,18.3,value_seekers
C0456,33.5,35632.29,3.39,102.74,41.99,6.66,1.28,16.0,79.14,6.15,3.56,12.7,value_seekers
C0457,32.1,83175.27,5.02,239.92,80.31,5.68,0.88,14.0,35.56,9.9,7.44,16.1,high_potential
C0458,34.0,60414.52,4.21,208.68,63.26,3.49,0.54,38.2,66.37,11.18,3.22,39.4,loyal_midmarket
C0459,36.9,153403.64,11.17,191.15,77.22,2.57,0.77,37.0,34.49,10.69,7.74,35.3,premium_repeaters
